,review,sentiment
45,bathroom light could brighter the aircondit room could turn lower degre celciu the refriger room cool thermostat the toiletri replenish shampoo shower gel dispens empti replenish second day either,0
46,the hotel construct never mention i book point arriv we wander around empti half finish corridor look temporari lobbi the room nice bathroom glass box insid bedroom anyway privat shower use toilet feel aptli like perform kinki amsterdam window also nail stick entranc glass bathroom i first discov barefoot we woke sound scaffold hammer togeth someon drill concret hardli relax break noisey london i believ i book the pictur hotel look park yet room look empti courtyard scatter random bit scaffold debri the first floor corridor smell like seriou block plumb issu perhap anoth guest unwel their breakfast realli lazili thrown togeth cheap product entir tasteless honestli worth get breakfast somewher els instead we spent day uber hotel mile anyth novelti walk around pretti canal end minut hotel even come view they also take deposit advanc everi day plan stay thi meant arriv i suddenli pay caus non sterl transact charg card full amount refund left minu bank charg pointless menditori transact we made best i realli wish open current state place i definit would stay somewher els,0
47,the hotel littl main town access tram the hotel restaur littl disappoint food great wait long due wait staff prioritis larg group,0
48,no neg,0
49,servic horribl pillow super stiff big could break neck room servic done remov towel leav us anyth door close found second day easili open servic gener poor i would stay,0
50,the bar shut i got back midnight seem quit earli hotel bar saturday night citi like amsterdam,0
51,when arriv i told i pay citi tax that shown polici i pre paid extra petal bed petal the sheet chang cleaner made bed even sweep floor when check receptionist said would call taxi us we wait minut ask long would said i check said twice made us late airport nearli miss flight wasn happi,0
52,i love everyth,0
53,no neg,0
54,take shower whole floor water problem open garag door curtain window construct,0
55,no neg,0
56,construct work go hotel expect would like known advanc bar staff keen serv use arriv late airport pm despit check told bar open mid night,0
57,some build work carri stay noisi obvious unavoid stair room narrow steep meant get middl night go toilet real task,0
58,the hotel renov even though park view scaffold also bed would benefit pillow blanket person prefer,0
59,no neg,0
60,the place complet mismanag the properti amaz whoever run place disservic don stay expect star experi star locat star servic the restaur servic worst i ever experienc the staff need guidanc serv effici the hotel mani strang design choic had doubl bedroom friend yet easili see bathroom shower toilet shower overflow bathroom quickli you see urin recept area loud secur door right outsid room woke us regularli put secur measur elev ya goof thi neg review i ever written place potenti need new manag,0
61,the bathroom someon took shower flow elev floor,0
62,soundproof poor could hear everyth outsid room woke one morn think someon come room sound clear servic food restaur aw dinner eat,0
63,veri bad attitud personnel breakfast onli allow one coffe coffe machin filter coffe free rude behavior manag room noisi drip water sound heater system room,0
64,the bath tub complet clean would gripe,0
65,not told hedkandi night across room leav us sleep room could alloc someon attend night instead us just bad organis room alloc,0
66,ask coffe sugar got given two satchet room clean floor hover rug messi wifi work half morn never connect whole trip,0
67,room clean correctli wine champagn glass left dirti room floor felt dirti shower drain clog from day arriv,0
68,the bathroom amaz though two friend share glass screen bit uncomfort time they think screen opaqu glass,0
69,our room sofa two uncomfort chair stair steep room didn feel safe go stair minor issu i would recommend hotel anyon,0
70,the breakfast rather averag qualiti appear well organ the young gentlemen manag interest watch young femal guest thi nice see time spoon butter coffe etc i would expect better experi price,0
71,breakfast i miss cut fresh fruit muesli find chees capuccino pay extra,0
72,the sink bathroom dirti i got room unaccept the room freez cold could turn heat guest arriv,0
73,upgrad arriv good unfortun love room smell cigarett mix perfum chang room next room attic annex cold offer heater ask chang back regular size room perfectli adequ comfort bother traffic nois main road outsid,0
74,if stay someon comfort share everi littl detail recommend hotel the glass box corner room doubl en suit practic see glass even though black concern protect modesti nearli guest came across british complet lack english breakfast tea restaur breakfast what made stranger told avail tea coffe facil room powder milk still produc breakfast the hotel also undergo seriou renov work time which realli affect us decid start take ceil restaur serv breakfast,0
75,no neg,0
76,the hotel undergo massiv construct worker around indic time book we rodent room one night due disturb construct,0
77,room littl louder would like a lot nois peopl walk shut door,0
78,no neg,0
79,no neg,0
80,the hotel renov which mean liter drill bed start we paid eur larg room realli worth money,0
81,i think anyth enjoy,0
82,the cleani room better check refriger regulari room use good clean scrub also floor realli sandi odor hallway room some extra pillow watch tv would nice restaur nice varpet fire place would spice and cooki tea coffe hot choco star hotel,0
83,wasn told renov go staff restaur slow ask order got told tabl servic come told restaur close the man cover night shift help,0
84,the hotel current renov be old build hear lot nois peopl walk room room mini bar empti no remot tv heat direct bed quit noisi,0
85,initi room small quickli swap bettet room without fuss,0
86,that i told refurbish arriv told girlfriend long tire day beauti hotel got cover build work we walk temporari wood tunnel milk room refresh when walk around nobodi empti feel,0
87,mainten work facad hotel advanc warn rather inadequ drink token make leak air con bed noisi drip stain carpet not safe feel steep staircas sleep area barrier high not much use inform no minibar understaf recept long wait,0
88,no ground floor room request month ago first room total freez etc restaur par much better last time stay price gone,0
89,we book twin given doubl chang not happi plu bathroom horribl smell come drain,0
90,even allow hotel major renov work qualiti servic leav lot desir nois run water come heat system disturb sleep consider no remedi possibl toiletri bathroom use previou guest some empti partial use checkout hour offici checkout time declin prioriti given tour group arriv earlier normal checkin time have paid night stay somewhat disappoint servic breakfast poor shabbi state hotel except room perhap explain renov work work still done,0
91,the room tall narrow small integr bathroon have shower steam room soak floor glass shower panel door stop water go everywher,0
92,in terribl state builder everywher we wait get room confer event builder block door our room told new poor state repair,0
93,so let start weird thing happen one room stay one person group got v electr chock went hand it came water boiler lamp due either bad wire faulti socket lamp water boiler luckili room fuse discharg cut electr room immedi the hotel cover doctor expenc sorri happen send fruit basket room they also let us late check free charg that compens in opinion compens big endang life guest think the managemt chanc read comment review post the hotel manag answer electr problem fix still unclear check renov room faulti wire it anyway seem manag worri much sinc manag said endang live hotel ofcourc manag also sorri answer happen some inform gap seem manag personnel sinc cleaner came ask us leav key stop work time grant leav pictur bathroom lamp noth insid wire visibl room,0
94,there construct work inform pass us book there dust everywher shower block bathroom flood everytim took shower too dark common rea,0
95,the work done extern right put arriv will look great finish get free drink compens,0
96,no neg,0
97,our room littl compact probabl due loft room end build howev design tri maximis quirki layout,0
98,got charg birthday packag advertis websit thi appar due citi tax unawar the shower block would flood room one use we unabl get rid water use room shower couldn check us room pm wait extra minut standard breakfast expens i highli suggest buy cigarett machin broken staff still allow us tri use overal disappoint stay birthday weekend,0
99,split level bedroom although quirki impract tv remot tv differernt floor a c locat downstair impract go downstair adjust the wall also thin good sound proof,0
100,build work start wake us mention build work book com hotel web page say renov would nois disturb also air condit loud,0
101,hotel construct work done i live tabl gener cleanli restaur star surfac sticki full old food room narrow steep staircas get bed realli difficult come i thought,0
102,there girl work restaur ask thing dessert know alot the staff even walk tabl take plate the staff next day though experienc outgo so dinner night immedi forgotten great night restaur,0
103,shame construct go look like beauti place see lot,0
104,build work done case hassl,0
105,construct day though intrus,0
106,the front desk staff particularli young men tend bit space help time howev femal attend desk quit effici knowledg breakfast bit pricey especi two peopl combin,0
107,no limit a c common area danger metal ornament banist musti smell throughout common area delux room small impract design impract shower design place soap poor qualiti bed mattress room refriger bare work food restaur overpric fair qualiti overal dark rundown dreari appear,0
108,there loud nois outsid room first night like gener perhap renew work place,0
109,the hotel reconstruct although affect us overal love hotel spaciou,0
110,renov ongo front hotel hope complet soon kill view,0
111,staff promis thing deliv room small bathroom cramp locat gener distant,0
112,no neg,0
113,no neg,0
114,no neg,0
115,we would like know advanc hotel renov we room right front build site waken nois book com warn travel ask room quiet side hotel,0
116,i wouldnt abl recommend grandpar stair room also dont rememb read stair room although fine us,0
117,the outsid hotel construct it look beauti done,0
118,room next us quit loud night time prove bit difficult sleep time the bathroom realli damp due wet room water went toilet wear shoe use bathroom shower the staff member check us charg us secur fee told would deduct bank held result bank block card due unauthoris foreign payment check check make sure bank awar,0
119,the hotel garden patio major renov the sidewalk entranc mess there mention book com websit we given voucher one drink cocktail exclud compens not good enough,0
120,major construct work underway next door part hotel expans room level steep staircas made go toilet night danger experi after complain agre move us room one level food restaur leav lot desir anyon wish food anyth except medium rare despit friendli staff return cannot recommend,0
121,the first room steep step loft bed not practic danger someon especi go bathroom night second night room one level,0
122,the bathroom cristal wall comfort the room size also pretti small,0
123,our suit floor beauti mattress probabl old slump middl the staff could provid board put make better time suit avail though smaller room offer for price would expect least comfort bed,0
124,the shower useless work soak entir bathroom mean use towel dri floor disast the room clean properli long time clean round edg the bed room slight set stair left warm along way form window left room stuffi heat go stair danger toilet get drink nightmar the stair danger narrow suitabl older peopl kid you definit get pay it half clean central,0
125,overpr breakfast bed soft bath shelf leav bottl etc build work impact overal good impress,0
126,we upgrad love heat work room clean day we ask towel we order two burger disgust meat smell bad mouth friend sick,0
127,we look like blood splash top curtain told recept noth done it definit put us stay stop us go back,0
128,the bathroom smoke glass wall provid much privaci use the light hall dim,0
129,we one item bought taken possibl mistaken rubbish even though bin near bin next gift bought we told recept noth came veri disappoint made us feel belong safe hotel,0
130,two storey room narrow wind stair wet room cor function lack storag space,0
131,there staircas room bed bathroom thi mean bathroom spaciou love bit pain middl night,0
132,it would nice one respons clean room swept crumb floor it noisi main street it heat floor bathroom rain pretti much stay difficult wet shoe there construct site around hotel choic would fell anoth hotel known i sure nice finish,0
133,first impress dark recept made us wari begin also given duplex suit start dutch stair steep ask chang room staff accommod the hotel renov extern affect stay,0
134,foyer mess onli place relax bar comfort enough stay drink two we cold spell draughti the first room whilst ok honey moon coupl total unaccept one afraid hight the second room huge cold paint need repair the hotel state four star it feel like grade backpack it basic clean frill comfort three star max i thought i book comfort picturesqu hotel felt like old school build later found exactli the hotel go major construct foyer entranc area noth mention time book it disappoint embarrass i also made book friend travel veri expens hotel noth make expens room,0
135,club sandwich cold bacon congeal fat process chicken veri poor,0
136,the complaint iron room steam iron travel size work particularli well,0
137,there littl construct time compens free drink room well away work,0
138,build work next entranc wooden platform door look unwelcom gothic look recept area check wooden beam one side bed bloke way see glass shower,0
139,we like first room stair duplex steep narrow,0
140,no neg,0
141,the fact i leav,0
142,the cor hotel current extend i expect cor updat finish,0
143,the interior look quit tire delux room two level like thi hotel list four star though would consid accur rate,0
144,current build work complex thi affect stay heard noth visual ideal arriv,0
145,stair room narrow steep no say hotel undergo extens build work room look onto main busi road,0
146,we book night stay suit on arriv room tidi clean paint fall wall coupl place dure first night woken intrud room i went recept investig explain happen it turn night cleaner busi come room he came apologis feebl excus i trip fell door we buy ask full refund credit credit due manag gave us i ask remov credit card room secur deposit assur we went far better hotel thought matter done no i came home find credit card charg i phone complain money return howev i lost bank charg due incompet terribl experi essenti hostel,0
147,the nois construct work began sharp morn the see toilet bathroom shabbi sink sandpap like tissu paper,0
148,the hotel current go renov wasnt major problem work start earli mon morn,0
149,there construct work front hotel make much impact insid howev recept way bottom floor lift strong eggi smell i put work outsid it abit gross actual room sign abnorm smell nois gone complet consid star room could abit neater ie the corner room abit dusti paint window crack noth major,0
150,more sofa need bar better breakfast option water pressur shower rubbish realli noisi road differ open close window soft close door need room way hot unabl turn heat no mention build work go,0
151,when first check gave us tini twin room ask onc came back ask switch room got far nicer room probabl twice size kingsiz bed sure given us straight away clearli coupl also price would nice provid breakfast least toiletri soap forgotten toothpast,0
152,room discontinu it realli small upset custom breakfast okay choic littl limit compar other you could add seed fruit etc littl extra cost,0
153,could hear music play peopl next door room late night,0
154,no neg,0
155,the clean quit poor a lot dust bed furnitur top bed side lamp remot control even plastic glass bathroom dirti also someth went wrong pipe shower horribl smell came night,0
156,be given ridicul small room initi go back recept ask bigger one rectifi polit build work undertaken round hotel ticket one free drink per guest issu compens cover small drink i rather ticket drink go explain bar later even if go compens properli,0
157,the first night got put room horribl smell come bathroom i rais staff given anoth room howev day housekeep shock they clean room properli importantli clean bed sheet they come make ur bed same cup rubbish disgust pleas note coupl prefer privaci do not book hotel room design way practic glass door n toilet n shower clearli visibl room realli annoy room i could see toilet bed other ok worth money paid,0
158,i hate bed two separ bed push togeth that may european thing mayb i got reserv wrong either way i would still go back hotel,0
159,hotel bad condit not realli clean everyth worn breakfast bare ok room servic dinner bad low qualiti cold i got hotel arena doesnt deliv four star promis,0
160,room could littl cleaner better maintain,0
161,the hotel look abit tire lot scratch market wall floor room look littl dirti room smelt bad dirti drain bad actual move room,0
162,the room given origin clean problem floor unsaf said time get fix stay i thought poor no bath room even though i request one book,0
163,radiat bedroom need bleed realli problem,0
164,locat littl far centr hotel tire need bit money spend polish make feel new feel new feel tire,0
165,room could done microwav room small leak wall rain would come,0
166,the hotel incorrectli inform room type book build work within ground worth mention noisi obtrus,0
167,the shower slightli faulti told staff give us money back the room could slightli cleaner place refurbish go meant hotel surround construct work but good valu money,0
168,no neg,0
169,noth one of the receptionist racist comment regard my accent countri the housekeep didnt like disast enter the room without knock the door tall girl,0
170,breakfast crazi expens locat requir minut walk nearest subway construct underway massiv expans project nois day,0
171,the locat great bit far centr area surround hotel look rough the hotel look place when upgrad suit bathtub extra one pillow filthi a call recept new pillow arriv within hour but still would expect room servic expens good qualiti describ menu,0
172,hotel sonstruct awar arriv room us ask upon arriv us would share room someth prepar book separ room reason book doubl delux room end put twin room look build site worth pound spent,0
173,chang staff check mani differ face day must greet welcom differ member staff recept desk room depict site arriv room stun would like seen book,0
174,no neg,0
175,the bathroom door hang light fit fell bed mark wall ceil fli squash wash afterward,0
176,we bad experi,0
177,onli complaint would wall littl thin could hear next door major issu,0
178,no neg,0
179,breakfast includ price whilst good feel expens side split level room view practic although other may like,0
180,they charg bank card begin stay money return pay differ mean unfortun charg us twice still wait money return week later just spoilt us chase money back,0
181,when i arriv got given littl card free drink us due construct disappoint fact i book never mention anyth work done all love garden tourn then next morn i got rude awaken work men bang went good hour that probabl i stay hotel arena i disgust fact full english breakfast,0
182,find car park i chosen hotel car park annoy there real place drop bag walk hospit car park way the staff bit abrupt realli listen i ask anoth pillow morn none arriv even i call recept they said one come soon i ring told colleagu told some time later i said i want go bed pillow arriv explan busi forgotten i took opportun ask could cool room warm night the answer could fan i said i want risk wait,0
183,the shower curtain whatsoev water spill whole bathroom,0
184,the locat unfortun bit far center min tramp,0
185,the fact build work meant nightclub half hotel close woken builder two morn complain recept said saturday next day shouldnt get woken compens offer apart drink token arriv form two halv heineken good enough opinion,0
186,breakfast expens hotel could benefit gym swim pool,0
187,the hotel renov extens develop unfold outsid dure work hour nois disturb the facil look sound ricketi the a c extrem loud effect overal room cold what wors turn make possibl hear water flow drop pipe wall chines water tortur anyon the bathroom wall transpar and i mean mayb make someth squint i mean oh word i want see there mayb one spot room one complet view whatev happen insid bathroom the staff chang towel simpli fold day row new towel the hotel quit far center littl around if think walk think take tram instead or anoth hotel,0
188,the bathroom like cubic transpar glass not ideal fan privaci consider renov work ongo stay inconveni offer free drink bar i thought nice gestur i repeatedli told i drink one tea coffe cl beer you might well bother hotel arena it like insult,0
189,restaur food terribl first room face garden construct site start morn although per local law allow i reach staff said could noth construct actual own hotel real bazaar control insist chang room fridg safe sink work i stay day never,0
190,in experi first night sleep due extrem hot problem caus ac the next day move better room ok i expect refund night without proper sleep ac noisi also new room and last at recept told reserv taxi airport cost euro after taxi driver eventu charg us euro the driver simpli said respons promis hotel recept be awar wanna use taxi arena,0
191,arena hotel locat histor build definit need renov on territori hotel main entranc construct work standard room stair bed upper level the space lower level small bathroom no cafe supermarket nearbi no minibar room recept arena hardli star hotel realiti regard hotel,0
192,recept staff seem bit strang help,0
193,cost taxi airport said would cost euro driver charg us euro but pay euro airport hotel,0
194,no plug washbasin staff think problem though i had chang ground floor room bed steep ladder mezzanin,0
195,build work creat bad first impress hotel enter back door build mess would expect notifi seat room uncomfort back rest sit floor back sette stair steep go bathroom night littl precari breakfast expens comparison outsid restaur,0
196,the toilet glass wall privaci the room dirti day cleaner never hoover room towel never chang fridg empti room small i understand hotel star the day check forc leav hotel would cut electr hot water due renov hotel,0
197,partial frost glass door bathroom tad noisi bit share,0
198,no neg,0
199,room particularli bathroom bit dirti arriv we found pair women shoe bed clear sign room properli clean in addit daili clean basic unaccept hotel categori such piti everyth els great my advic manag attent detail have read previou review seem hotel manag realli take comment board not conduct maintain grow busi listen custom pleas,0
200,no neg,0
201,taxi hotel airport extortion price took train breakfast nice expens,0
202,renov around hotel sometim start woke there noth insid minibar charg deposit euro noth room they dont luggag room instead locker charg deposit,0
203,the room clean two day row i think glass wall door bathroom good idea didn notic navig got lost hotel corridor time,0
204,no neg,0
205,at first glanc look like dream hotel but go see hotel renov construct mention us advanc importantli hear construct work ideal indic presenc order even room look like dream room two floor first floor shower toilet live room small refriger upstair bedroom but night go sleep becom nightmar room the door room slam shut entri exit differ sound intens room there realli bad hotel nois slam door in addit room may floor also hear everi footstep room clean room exchang towel day ask,0
206,would courteou told build work go bar staff wear jean trainer keep hotel have ask everi day milk tea make room have ask towel left room room shelf shower put shampoo razor etc,0
207,no neg,0
208,the neg nois build work go time awar book stay huge problem find difficult sleep nois night caus assum guest it probabl enough put visit futur,0
209,not given room type book prepaid no site car park avail despit pre book hotel build site welcom no privaci bathroom separ loung area glass panel stair bed level steep danger hand rail arriv prepaid breakfast told paid show payment receipt prove,0
210,next larger construct site shock first sight noisi disturb least stay,0
211,no neg,0
212,build work go hotel know book get discount monday morn start,0
213,the room stair quit uncomfort reduc space steep stair,0
214,the hotel go though period renov extens construct work start seven rather noisi especi entranc area affect but hotel need facelift,0
215,no neg,0
216,it hard get back hotel later night sinc tram around midnight walk min go end citi tire manag anyway thi big issu unless realli prefer center rather beauti quiet hotel one not enough soap room restaur bar snack expens also i would appreci told construct go book although non issu except small visual inconveni entranc no nois dirt,0
217,no conveni store surround hotel area had walk quit far groceri shop,0
218,the pillow doubl charg citi tax one staff recept nice,0
219,we like open concept shower it get messi whole bathroom floor especi use not huge fan see bathroom concept see friend use toilet whilst watch televis cool watch tv bath though the hotel room otherwis nice,0
220,no neg,0
221,iron good bathroom glass wall see build work took away qualiti hotel we like reserv bank card made clear prior book still unsur done,0
222,no neg,0
223,no neg,0
224,there noth unhappi,0
225,no neg,0
226,the room clean daili fresh towel etc linen bed chang dirti mark,0
227,our room gorgeou big light broken dim light stay realli steep stair room genuin scare walk hous keep made bed chang sheet,0
228,n,0
229,no neg,0
230,it bit walk tram station connect citi centr,0
231,no bad experi,0
232,floor tile bath room shower slipperi wet black coat glass wall bath bed room obvious attempt darken glass tint inadequ hall way room nd floor dark gloomi recept area stuffi hot day check i question star rate,0
233,the bathroom need deep clean tile water mark toiletri champu shower cap load mark around room heavi use need updat,0
234,there problem hairdryer room the hotel sent replac use front mirror just minor detail realli bit annoy,0
235,there renov go made quit noisi time,0
236,no neg,0
237,the varieti breakfast good empti marmalad coffe water,0
238,small room level connect narrow small step the room gener show lack mainten wall courtain etc veri noisi room machin work meter far window,0
239,our room bar area air condit work window wide open hot quit noisi late night,0
240,room suffici clean daili basi e fresh cup provid use toilet roll replac bit embarrass ask recept,0
241,the thing room lack decent storag space shorter stay day issu,0
242,no neg,0
243,a bit noisi you hear lot wall it shame construct still go howev minim disrupt sound like great done,0
244,servic breakfast team plate taken away eye entranc look poor given renov part build,0
245,no neg,0
246,bed suck air condition loud use,0
247,the bed littl small low,0
248,hous keep make room replac toiletri sporad,0
249,slow check slow servic bar transpar bathroom door,0
250,minim space around bed,0
251,no neg,0
252,room rather small two level,0
253,no neg,0
254,quit pricey consid breakfast extra,0
255,no neg,0
256,veri long check process,0
257,the hair drier thing i could complain,0
258,unusu room layout,0
259,room design result limit storag space no milk provid tea coffe facil room,0
260,our room small air con leak staff help,0
261,door bedroom slam shut noisili not good night,0
262,loud corridor thin wall could hear neighbour walk outsid ann close door annoy,0
263,loud aircondit,0
264,the hotel renov advis book,0
265,no neg,0
266,rob blind nearli euro,0
267,room small small staircas bed,0
268,noth,0
269,no neg,0
270,shower flood room appear bit dusti,0
271,no neg,0
272,check time pm,0
273,overcharg park lot,0
274,no neg,0
275,no neg,0
276,no neg,0
277,nearli everyth stay,0
278,no neg,0
279,servic restaur slow best,0
280,i book twin room thought would twin bed got put doubl room doubl bed,0
281,no neg,0
282,no neg,0
283,noth,0
284,the wifi work room,0
285,no neg,0
286,wifi servic great actual connect,0
287,the heat bit low eeeh,0
288,noth,0
289,no neg,0
290,food littl expens,0
291,breakfast poor,0
292,small unclear entranc indic there like labirynth due construct area,0
293,noth perfect,0
294,locat ongo refurbish decor,0
295,hotel renov,0
296,custom servic cleanli room,0
297,no neg,0
298,hotel current renov look nice outsid,0
299,renov take place commun foul smell outsid room thing left previou guest,0
300,could hear peopl shut door bother us much,0
301,the room could sound secur lot nois neighbour room,0
302,need narrow stair reach room,0
303,traffic nois room,0
304,no shelf shower toiletri in middl renov,0
305,no neg,0
306,all ok,0
307,you hear door open close other i pleasant night,0
308,construct,0
309,curtain hole door mini bar broken,0
310,no neg,0
311,no problem,0
312,the construct,0
313,no neg,0
314,it littl bit centr about min walk centr,0
315,no neg,0
316,the glass wall bathroom,0
317,it better improv work complet,0
318,no neg,0
319,no neg,0
320,no neg,0
321,no neg,0
322,staff rip us price,0
323,we get inform construct work go,0
324,build site surli staff dodgi electr cold room,0
325,n,0
326,servic reataur,0
327,the receptioninst rather cold,0
328,window blind broken room,0
329,a drawer bedroom would great could find loung,0
330,bathroom smell too much construct no storag space,0
331,the construct premis nois road poor air condit,0
332,no neg,0
333,restaur expens,0
334,not clean noisi bit run,0
335,construct no hotel extra amount spend night,0
336,black makesitabit impracticl time,0
337,no neg,0
338,no neg,0
339,no neg,0
340,construct work rear build loud nois,0
341,small room,0
342,there enough space room room even put cloth,0
343,a littl far centr tram frequent,0
344,no neg,0
345,no neg,0
346,bath clean veri averag breakfast hotel look run star,0
347,no neg,0
348,no neg,0
349,noisi corridor guest pass,0
350,cold smelli room privaci bathroom,0
351,room bad smell radiat make leak sound hotel construct nois start,0
352,a lot renov work,0
353,no neg,0
354,no neg,0
355,no neg,0
356,no neg,0
357,cost around euro get citi center taxi,0
358,no neg,0
359,no neg,0
360,no neg,0
361,no neg,0
362,room build worrk,0
363,no neg,0
364,room unclean unorgan four star,0
365,see toilet wall loung area room,0
366,no neg,0
367,veri cold room nois traffic guest,0
368,bit far tram metro small room steep staircas,0
369,book com advertis construct work progress,0
370,no neg,0
371,bit noisi dark hallway,0
372,no neg,0
373,no neg,0
374,no neg,0
375,no neg,0
376,room felt cramp staff breakfast littl busi help ask,0
377,the staff restaur attent,0
378,no neg,0
379,room servic thumb,0
380,no neg,0
381,the room layout smart,0
382,no neg,0
383,main room floor clean,0
384,insonoris best could hear rowdi neighbor night,0
385,no neg,0
386,clean small room too expens,0
387,no neg,0
388,the mattress aw,0
389,transparent wc bad,0
390,no neg,0
391,slightli citi walkabl easi tram ride,0
392,no neg,0
393,long walk citi center,0
394,no neg,0
